recno,GaiaEDR3,RA_ICRS,DE_ICRS,Gmag,e_Gmag,plx,e_plx,Bp-Rp,e_Bp-Rp,pmRA,e_pmRA,pmDE,e_pmDE,_RA_icrs,_DE_icrs
547,66779358406877568,57.2542,24.9026,15.6948,6.0E-4,7.63,0.05,2.7942,0.0842,20.28,0.06,-47.39,0.04,57.2541,24.9028
793,66779564565300224,57.3414,24.9119,16.7003,7.0E-4,7.4,0.07,2.9735,0.117,20.54,0.1,-45.85,0.06,57.3413,24.9121
362,66781316909399424,56.5314,24.3742,14.0124,0.0018,7.43,0.02,1.9703,0.0089,18.93,0.03,-47.09,0.02,56.5313,24.3744
143,66781832308018176,56.6185,24.4337,10.8731,0.0014,7.37,0.02,0.9607,7.0E-4,20.11,0.02,-43.53,0.01,56.6184,24.4339
1261,66782450780736000,56.6792,24.4139,20.0737,0.0056,7.44,0.68,2.9957,0.172,17.93,0.93,-45.09,0.54,56.6791,24.4141
609,66782897460055424,56.744,24.4609,16.0113,9.0E-4,7.47,0.05,2.8538,0.0828,19.3,0.07,-46.14,0.04,56.7439,24.4611
874,66782931820393216,56.7513,24.4734,17.0103,0.0017,7.52,0.12,3.1241,0.0833,19.24,0.16,-44.79,0.1,56.7512,24.4736
1181,66783099321711360,56.7287,24.4665,18.5083,0.0026,7.1,0.2,2.9429,0.1071,20.78,0.27,-45.95,0.18,56.7286,24.4667
589,66783584654831872,56.6126,24.4537,15.897,0.0011,7.2,0.04,2.8038,0.0523,20.3,0.07,-44.71,0.04,56.6125,24.4539
1219,66783722091045248,56.6335,24.476,18.9575,0.0026,7.46,0.27,3.1605,0.1386,19.99,0.38,-46.1,0.22,56.6334,24.4762
1138,66785504503382528,56.463,24.4362,18.1339,0.0041,7.21,0.21,2.7649,0.0983,18.43,0.31,-46.41,0.17,56.4629,24.4364
10,66786505232432512,56.5122,24.5277,6.4253,4.0E-4,7.42,0.04,-0.0169,1.0E-4,19.58,0.05,-44.88,0.03,56.5121,24.5279
712,66786539592171392,56.6027,24.4794,16.4712,7.0E-4,7.32,0.06,2.8935,0.0848,20.31,0.09,-45.75,0.05,56.6026,24.4796
1134,66786951909028736,56.6006,24.5034,18.1018,0.0016,7.52,0.15,3.0771,0.0976,21.75,0.22,-44.94,0.13,56.6005,24.5036
268,66787119410915072,56.6621,24.5201,12.8688,6.0E-4,7.41,0.01,1.5128,0.0112,20.24,0.02,-46.05,0.01,56.662,24.5203
929,66788253282520192,56.5891,24.5644,17.185,0.0015,7.18,0.11,3.2691,0.1203,19.25,0.16,-44.22,0.09,56.589,24.5646
110,66788291938818304,56.5946,24.5699,10.2966,7.0E-4,7.39,0.02,0.8218,0.0011,19.68,0.02,-44.99,0.01,56.5945,24.5701
773,66788669895935616,56.596,24.6049,16.6436,9.0E-4,7.31,0.07,2.9112,0.0691,18.98,0.09,-43.61,0.06,56.5959,24.6051
13,66789872486779520,56.7476,24.5199,6.8028,3.0E-4,7.27,0.04,0.0346,1.0E-4,22.27,0.04,-47.52,0.03,56.7475,24.5201
1043,66791483097102464,56.9099,24.5998,17.5927,0.0012,7.09,0.1,3.2623,0.1601,19.55,0.12,-43.38,0.09,56.9098,24.6
932,66791624833561856,56.9352,24.6153,17.1915,0.0013,7.37,0.1,2.9639,0.1147,20.03,0.12,-43.5,0.1,56.9351,24.6155
790,66791659193405952,56.9414,24.6335,16.691,8.0E-4,7.56,0.09,3.2025,0.1182,18.29,0.1,-45.16,0.08,56.9413,24.6337
800,66792999222948992,56.8685,24.6757,16.7392,0.001,7.37,0.07,2.9624,0.0881,19.22,0.07,-47.2,0.06,56.8684,24.6759
380,66793583338514816,56.7051,24.5998,14.3105,0.0015,7.39,0.02,2.148,0.0162,19.35,0.03,-44.35,0.02,56.705,24.6
1237,66795640626019200,56.7739,24.6675,19.347,0.0032,7.63,0.31,3.552,0.2262,17.47,0.4,-46.72,0.28,56.7738,24.6677
825,66797156751286912,56.8186,24.7471,16.8277,0.0021,7.32,0.1,3.3351,0.0851,21.14,0.12,-46.17,0.08,56.8185,24.7473
6,66798496781121792,56.4771,24.5543,5.752,6.0E-4,7.31,0.08,-0.023,0.0,20.33,0.09,-46.02,0.06,56.477,24.5545
349,66798526845337344,56.4798,24.5546,13.8328,9.0E-4,7.36,0.02,1.7651,0.0041,19.53,0.03,-45.55,0.02,56.4797,24.5548
644,66798977817468288,56.3404,24.5435,16.2091,0.0015,7.34,0.07,2.7984,0.074,19.75,0.11,-44.36,0.06,56.3403,24.5437
256,66799768088857856,56.5289,24.5626,12.6925,7.0E-4,7.38,0.02,1.4467,0.0091,19.4,0.02,-46.97,0.01,56.5288,24.5628
241,66799763794633856,56.5272,24.5672,12.4143,0.0014,7.36,0.01,1.3389,0.0029,19.75,0.02,-46.62,0.01,56.5271,24.5674
454,66800180408292992,56.5236,24.6122,15.0648,0.0015,7.34,0.04,2.4616,0.0281,21.32,0.05,-44.54,0.03,56.5235,24.6124
942,66800244832257280,56.5238,24.6137,17.2244,0.0019,7.35,0.1,3.1212,0.0749,21.36,0.13,-45.16,0.09,56.5237,24.6139
177,66800592725851776,56.5491,24.6221,11.4059,0.0019,7.55,0.02,1.054,8.0E-4,21.2,0.03,-44.7,0.02,56.549,24.6223
378,66801623514684416,56.5413,24.6734,14.265,0.0016,7.38,0.04,2.3838,0.0123,20.5,0.05,-47.16,0.03,56.5412,24.6736
686,66801623517294848,56.5415,24.6737,16.3579,0.0034,7.53,0.12,,,16.74,0.58,-43.54,0.32,56.5414,24.6739
786,66801623517295104,56.5363,24.6757,16.6805,0.0014,7.37,0.09,2.9957,0.0605,20.87,0.1,-45.69,0.07,56.5362,24.6759
1056,66801795315987584,56.5124,24.682,17.6483,0.0024,6.92,0.19,3.6343,0.0982,18.97,0.23,-44.09,0.17,56.5123,24.6822
457,66802207632871808,56.3195,24.5755,15.0822,0.0013,7.67,0.04,2.546,0.0288,20.82,0.05,-47.73,0.03,56.3194,24.5757
299,66802276352348416,56.3,24.586,13.4,0.0021,7.52,0.02,1.7046,0.0048,20.81,0.03,-44.7,0.02,56.2999,24.5862
81,66802654309459712,56.4175,24.627,9.593,5.0E-4,7.77,0.05,0.7362,7.0E-4,17.8,0.06,-43.1,0.04,56.4174,24.6272
1133,66803616382830592,56.353,24.6461,18.0928,0.002,7.3,0.2,3.1999,0.1028,18.79,0.28,-45.5,0.17,56.3529,24.6463
482,66804406656115328,56.4031,24.6517,15.302,0.0011,7.2,0.06,2.9066,0.0769,21.42,0.07,-46.24,0.05,56.403,24.6519
484,66807464672814336,56.5748,24.6858,15.3065,7.0E-4,7.37,0.04,2.5445,0.0591,20.78,0.05,-44.53,0.04,56.5747,24.686
333,66808220587759104,56.6194,24.7588,13.7024,9.0E-4,7.3,0.03,1.8476,0.0161,20.49,0.04,-46.52,0.03,56.6193,24.759
1008,66808839062339712,56.6867,24.7494,17.4649,0.0014,7.38,0.1,3.2633,0.1258,20.17,0.11,-44.18,0.09,56.6866,24.7496
188,66808869124393600,56.6575,24.7475,11.5874,7.0E-4,7.63,0.02,1.1022,0.0034,20.42,0.02,-47.63,0.01,56.6574,24.7477
120,66809491897360896,56.7289,24.7961,10.4084,0.001,7.41,0.02,0.834,6.0E-4,19.3,0.02,-46.34,0.01,56.7288,24.7963
293,66811450402457216,56.5854,24.7853,13.3376,8.0E-4,7.45,0.02,1.6947,0.0126,18.58,0.02,-45.18,0.01,56.5853,24.7855
206,66814302260735104,56.5325,24.8667,11.9502,0.0014,6.99,0.12,1.3159,0.0019,20.4,0.14,-45.43,0.1,56.5324,24.8669
270,66816187748666624,56.999,24.7311,12.9041,0.0013,7.75,0.26,1.5783,0.0054,20.43,0.3,-47.27,0.23,56.9989,24.7313
249,66816295125702144,56.8904,24.684,12.5404,0.0015,7.42,0.01,1.4015,0.003,19.58,0.02,-46.27,0.01,56.8903,24.6842
562,66818322350220416,57.0951,24.8147,15.7618,8.0E-4,7.46,0.05,2.6874,0.0899,20.03,0.06,-47.51,0.05,57.095,24.8149
495,66820590092840960,56.9086,24.8196,15.3938,9.0E-4,7.32,0.04,2.5778,0.0624,18.78,0.04,-44.18,0.03,56.9085,24.8198
532,66821655244731264,56.8458,24.8488,15.6171,7.0E-4,7.76,0.04,2.7824,0.0767,20.81,0.05,-47.43,0.03,56.8457,24.849
842,66823132713476480,56.8995,24.874,16.8739,0.0012,7.43,0.09,3.0793,0.0721,20.36,0.1,-44.68,0.07,56.8994,24.8742
330,66823304512166528,56.9088,24.8917,13.6743,0.0013,7.4,0.08,1.8256,0.0107,21.07,0.08,-44.06,0.07,56.9087,24.8919
1041,66824472743376768,57.1638,24.8387,17.5827,0.0012,7.1,0.14,3.2789,0.1308,18.35,0.15,-44.77,0.12,57.1637,24.8389
642,66828870789879168,57.0847,24.9151,16.2027,0.0024,7.47,0.1,2.9739,0.0414,20.48,0.12,-44.45,0.08,57.0846,24.9153
510,66831069813319936,57.1757,25.0077,15.4726,0.0011,7.34,0.04,2.6695,0.0485,19.76,0.05,-46.08,0.03,57.1756,25.0079
1127,66831172892327680,57.1692,25.022,18.0745,0.0017,7.13,0.15,3.6694,0.1393,19.99,0.21,-44.09,0.12,57.1691,25.0222
136,66832100605159424,57.0738,25.0476,10.7448,7.0E-4,7.5,0.02,0.9185,0.0014,19.52,0.02,-47.06,0.02,57.0737,25.0478
746,66834054814431232,56.7479,24.8793,16.5636,0.0021,7.47,0.16,3.2476,0.0985,20.28,0.17,-45.47,0.13,56.7478,24.8795
303,66837495084120320,56.6678,24.9309,13.436,0.0019,7.26,0.09,1.8326,0.0081,22.21,0.1,-45.2,0.07,56.6677,24.9311
99,66838452861270272,56.6617,24.9594,10.1081,7.0E-4,7.41,0.02,0.8023,8.0E-4,20.61,0.02,-46.95,0.01,56.6616,24.9596
412,66846291177113088,56.8369,25.0866,14.6734,7.0E-4,7.26,0.03,2.3139,0.0437,18.66,0.03,-45.98,0.03,56.8368,25.0868
511,66847321969262464,56.8138,25.1152,15.4951,0.0068,7.71,0.58,2.803,0.067,20.3,0.61,-41.13,0.48,56.8137,25.1154
501,66847631206903040,56.8576,25.1423,15.4245,0.0021,7.43,0.05,2.9366,0.036,20.02,0.06,-46.63,0.05,56.8575,25.1425
1000,66850517426494208,57.6702,24.6672,17.4397,0.0011,7.22,0.12,3.0729,0.1171,19.46,0.16,-44.38,0.1,57.6701,24.6674
290,66852647730267264,57.7733,24.7366,13.3108,0.0011,7.24,0.02,1.6781,0.0084,19.99,0.02,-45.3,0.02,57.7732,24.7368
134,66863058730966528,57.9186,24.983,10.7063,8.0E-4,7.19,0.05,0.9088,0.001,18.23,0.05,-46.38,0.04,57.9185,24.9832
492,66867800374681344,57.8496,25.0978,15.3819,4.0E-4,7.29,0.03,2.5497,0.1136,19.06,0.04,-44.91,0.02,57.8495,25.098
673,66872095342031872,57.5274,24.996,16.3211,0.0065,7.1,0.41,3.1475,0.1152,20.72,0.51,-48.12,0.32,57.5273,24.9962
1213,66874599304044160,57.4868,24.9851,18.87,0.002,7.62,0.26,3.2849,0.1348,18.71,0.35,-45.82,0.2,57.4867,24.9853
1037,66876596467931776,57.4931,25.1057,17.5685,0.0012,7.53,0.12,3.2862,0.1632,19.41,0.17,-47.92,0.09,57.493,25.1059
498,66878245735176704,57.6249,25.0517,15.398,6.0E-4,6.94,0.04,2.5592,0.1072,18.72,0.06,-44.12,0.03,57.6248,25.0519
1019,66880307319457408,57.6848,25.1179,17.517,0.0013,7.1,0.15,3.6059,0.1598,18.83,0.2,-44.74,0.1,57.6847,25.1181
864,66885942316710784,58.015,25.0203,16.9571,0.0011,7.35,0.08,3.088,0.1446,19.59,0.11,-46.49,0.07,58.0149,25.0205
725,66886011036187392,58.0069,25.0246,16.5034,9.0E-4,7.57,0.07,2.9461,0.1306,18.58,0.09,-46.95,0.07,58.0068,25.0248
839,66887660303617408,58.011,25.104,16.8688,0.0011,7.41,0.09,3.2156,0.0681,18.4,0.1,-45.28,0.08,58.0109,25.1042
1103,66894772769437952,58.1759,25.1782,17.875,0.0011,7.49,0.15,3.3454,0.1764,18.54,0.15,-45.57,0.12,58.1758,25.1784
285,66897933865345920,58.1891,25.2797,13.2479,0.0011,7.22,0.02,1.6402,0.0084,19.49,0.02,-45.07,0.01,58.189,25.2799
672,66898002584817280,58.2261,25.2952,16.321,7.0E-4,7.25,0.07,2.9118,0.1577,18.55,0.08,-45.02,0.06,58.226,25.2954
527,66899239535574400,58.1308,25.2519,15.5982,8.0E-4,7.34,0.05,2.647,0.0884,19.84,0.05,-45.54,0.04,58.1307,25.2521
325,66903293984399872,57.8423,25.1659,13.6131,7.0E-4,7.21,0.02,1.8188,0.0181,19.6,0.02,-45.43,0.01,57.8422,25.1661
799,66905561723623808,57.9019,25.2278,16.7391,0.0016,7.57,0.22,3.0516,0.0549,16.89,0.29,-44.14,0.17,57.9018,25.228
573,66911231083913600,57.8078,25.3863,15.794,0.0013,7.49,0.04,2.7775,0.0777,19.44,0.05,-46.52,0.03,57.8077,25.3865
999,66915560410893440,58.0332,25.465,17.4383,0.0011,6.95,0.11,3.2934,0.1727,17.67,0.12,-42.96,0.08,58.0331,25.4652
1265,66919163886142976,58.0652,25.5191,20.3066,0.0054,7.2,0.81,2.6442,0.2221,19.56,1.01,-45.88,0.63,58.0651,25.5193
762,66926211929978880,57.1836,25.1061,16.5983,0.0011,7.34,0.06,2.9636,0.1119,18.28,0.11,-46.0,0.06,57.1835,25.1063
667,66930403817997696,57.5078,25.2112,16.304,0.0014,7.31,0.07,2.9475,0.0989,18.14,0.09,-46.1,0.05,57.5077,25.2114
263,66937859881182848,57.5028,25.3986,12.7819,0.001,7.02,0.06,1.7534,0.006,18.3,0.07,-44.85,0.05,57.5027,25.3988
64,66939848447027584,57.0704,25.2149,9.1181,4.0E-4,7.36,0.03,0.659,1.0E-4,18.11,0.05,-45.72,0.03,57.0703,25.2151
1164,66941635153934848,57.1515,25.2613,18.3468,0.0018,7.42,0.18,3.4137,0.145,19.44,0.24,-45.49,0.14,57.1514,25.2615
396,66940299422471296,57.1086,25.2445,14.4859,0.001,7.51,0.02,2.2242,0.0296,19.75,0.03,-48.32,0.02,57.1085,25.2447
1217,66942189204257408,57.2103,25.2984,18.9072,0.0023,7.32,0.26,3.3838,0.145,19.24,0.34,-45.14,0.18,57.2102,25.2986
289,66944422591073024,57.032,25.3151,13.3094,0.002,7.36,0.06,1.7167,0.0046,20.15,0.09,-49.21,0.05,57.0319,25.3153
647,66950435545271680,57.3347,25.4283,16.2131,0.001,6.97,0.05,2.8646,0.119,18.91,0.06,-43.7,0.04,57.3346,25.4285
193,66957994687842176,57.6489,25.4263,11.7302,0.0016,7.29,0.02,1.2106,0.0013,18.29,0.03,-44.34,0.02,57.6488,25.4265
77,66960262430594816,57.5737,25.3794,9.5247,2.0E-4,7.24,0.03,0.6791,0.0027,19.35,0.03,-45.86,0.02,57.5736,25.3796
860,66960743466922624,57.5615,25.4248,16.9392,0.0011,7.44,0.09,3.1632,0.139,19.42,0.1,-45.38,0.08,57.5614,25.425
509,66969535261875072,57.736,25.5849,15.4619,8.0E-4,7.44,0.07,2.8506,0.0945,18.7,0.07,-46.63,0.06,57.7359,25.5851
59,66969676998824576,57.7765,25.5945,9.0135,2.0E-4,7.31,0.02,0.6152,0.0021,20.13,0.02,-45.27,0.01,57.7764,25.5947
657,66974453002505088,57.5351,25.5487,16.2604,0.0012,7.75,0.06,2.9143,0.087,20.03,0.06,-47.33,0.04,57.535,25.5489
75,66980362877378432,57.4706,25.6472,9.4344,1.0E-4,7.25,0.02,0.7121,0.0032,18.62,0.02,-45.94,0.01,57.4705,25.6474
658,66981599827956864,57.4461,25.7101,16.2638,0.0019,7.52,0.1,3.2445,0.101,18.09,0.12,-45.37,0.08,57.446,25.7103
1017,66982458821495424,57.6718,25.6583,17.5147,8.0E-4,7.55,0.12,3.2241,0.1578,20.2,0.14,-47.39,0.12,57.6717,25.6585
305,66997817623367296,59.098,24.8322,13.447,0.0016,7.16,0.02,1.7113,0.0068,17.88,0.02,-43.84,0.01,59.0979,24.8324
638,67011767677005568,58.9952,24.961,16.1762,8.0E-4,7.65,0.05,3.111,0.1398,19.72,0.06,-46.07,0.04,58.9951,24.9612
1226,67019150723650560,59.0475,25.06,19.0831,0.0023,7.83,0.27,3.2985,0.1479,18.88,0.33,-45.39,0.2,59.0474,25.0602
1172,67044198973423744,59.218,25.1679,18.4318,0.0015,7.74,0.18,3.4989,0.1351,19.1,0.25,-46.94,0.14,59.2179,25.1681
732,67054305033161344,59.4291,25.3851,16.5265,0.0014,7.46,0.09,2.9941,0.0819,19.26,0.09,-45.63,0.05,59.429,25.3853
563,67069835634816896,58.7419,25.2413,15.7668,8.0E-4,7.53,0.04,2.7282,0.0725,19.53,0.05,-47.54,0.03,58.7418,25.2415
516,67074096242336384,58.9852,25.2998,15.5203,0.001,7.16,0.04,2.7205,0.0803,18.36,0.06,-45.05,0.03,58.9851,25.3
808,67085641114472320,58.5479,25.3117,16.7776,9.0E-4,7.44,0.06,3.0865,0.1381,19.46,0.08,-45.61,0.05,58.5478,25.3119
890,67103405099117568,59.066,25.4875,17.0586,0.0014,7.34,0.12,3.2046,0.0942,17.7,0.14,-43.36,0.09,59.0659,25.4877
1194,67103405096845056,59.0657,25.4872,18.6341,0.0029,7.42,0.25,,,18.44,0.34,-45.63,0.17,59.0656,25.4874
1012,67278158729741696,58.245,25.4385,17.4818,0.001,7.57,0.12,3.0576,0.1134,18.05,0.14,-46.66,0.1,58.2449,25.4387
1039,67304959325424768,58.2804,25.7892,17.5768,0.001,7.44,0.11,3.3794,0.1794,20.01,0.14,-46.61,0.08,58.2803,25.7894
635,67352066526730240,58.1622,25.8402,16.1717,0.0011,7.52,0.05,2.9164,0.0834,20.32,0.07,-45.72,0.04,58.1621,25.8404
897,67368353043627648,57.8249,26.0227,17.0772,0.0012,7.31,0.1,3.2816,0.1165,19.31,0.15,-43.89,0.08,57.8248,26.0229
462,67368834079847680,57.8287,26.0523,15.1005,8.0E-4,7.3,0.08,2.495,0.0629,19.82,0.12,-47.05,0.07,57.8286,26.0525
848,67368834079044224,57.828,26.0542,16.8995,7.0E-4,7.27,0.07,3.0912,0.123,18.95,0.1,-46.07,0.06,57.8279,26.0544
499,67368868438779392,57.8508,26.053,15.4095,5.0E-4,7.55,0.04,2.6246,0.0774,18.73,0.05,-46.24,0.03,57.8507,26.0532
27,67369658709673344,57.9893,25.9987,7.6486,4.0E-4,7.34,0.03,0.2027,2.0E-4,19.17,0.04,-46.7,0.02,57.9892,25.9989
524,67373094686549632,58.0556,26.1434,15.5646,9.0E-4,7.36,0.05,2.6743,0.0742,18.75,0.06,-46.16,0.04,58.0555,26.1436
873,67381787700522240,58.3981,26.1188,17.0038,9.0E-4,7.16,0.1,3.338,0.145,17.59,0.1,-45.24,0.06,58.398,26.119
1271,67436381026558848,58.7682,26.2638,20.5865,0.0065,7.03,1.21,2.8785,0.2067,19.52,1.37,-44.1,0.95,58.7681,26.264
688,67527885307288192,59.2152,26.8072,16.3627,0.0018,7.3,0.08,2.8978,0.0813,18.49,0.07,-45.39,0.06,59.2151,26.8074
851,67540495331120128,58.9998,26.9998,16.9235,8.0E-4,7.49,0.09,3.071,0.1424,19.04,0.1,-45.36,0.06,58.9997,27.0
895,67576332537157888,53.1374,22.3033,17.0683,0.0013,7.21,0.08,3.1384,0.1443,20.76,0.14,-43.6,0.08,53.1373,22.3035
86,67618285777617664,53.8822,22.8234,9.7339,3.0E-4,7.53,0.02,0.7007,0.002,21.39,0.02,-45.47,0.02,53.8821,22.8236
1167,67662330666441088,53.5808,22.8116,18.3791,0.0018,7.23,0.18,3.5191,0.127,20.55,0.21,-44.18,0.16,53.5807,22.8118
936,67667935599570432,53.4576,22.9387,17.2012,0.0011,7.23,0.08,3.0366,0.1577,20.6,0.1,-44.5,0.07,53.4575,22.9389
1018,67724697887107200,54.1601,23.1455,17.5164,0.0022,7.49,0.13,3.3112,0.1187,20.14,0.13,-44.89,0.09,54.16,23.1457
381,67732257029618048,54.5976,23.1078,14.3113,0.0017,7.41,0.03,2.1313,0.0158,21.57,0.03,-45.49,0.02,54.5975,23.108
585,67756789882795008,54.4852,23.3822,15.8594,9.0E-4,7.53,0.05,2.7756,0.1039,21.59,0.06,-46.15,0.04,54.4851,23.3824
1165,67793309988387456,53.8282,23.439,18.3562,0.0018,7.29,0.22,3.625,0.1411,21.42,0.22,-45.14,0.17,53.8281,23.4392
54,67799189799869312,53.7445,23.53,8.7862,2.0E-4,7.09,0.02,0.4989,0.001,20.57,0.03,-43.26,0.02,53.7444,23.5302
946,67832346947351424,54.0462,23.8063,17.24,0.0017,7.32,0.09,3.2489,0.1227,21.51,0.13,-44.74,0.08,54.0461,23.8065
626,67878663874731136,53.0329,23.2324,16.109,0.0017,7.17,0.05,2.8502,0.0521,19.91,0.06,-42.53,0.04,53.0328,23.2326
930,67899520235887616,53.1576,23.4329,17.1886,0.0015,7.27,0.09,3.2414,0.1283,21.1,0.14,-44.38,0.09,53.1575,23.4331
1110,67988615037924096,53.6483,23.6453,17.9265,0.002,7.51,0.19,3.4051,0.1561,20.43,0.23,-45.13,0.17,53.6482,23.6455
772,67998201404864896,53.1764,23.5666,16.6423,9.0E-4,7.26,0.08,3.152,0.1324,20.55,0.1,-44.63,0.07,53.1763,23.5668
982,68014964661425280,53.8179,23.7992,17.3782,0.0015,7.42,0.1,3.3748,0.1297,21.21,0.12,-46.59,0.08,53.8178,23.7994
404,68045583484082048,53.7472,24.2045,14.5446,9.0E-4,7.68,0.03,2.2772,0.0377,21.45,0.04,-47.11,0.03,53.7471,24.2047
384,68046133239891584,53.7893,24.2387,14.3571,7.0E-4,7.54,0.02,2.1545,0.0367,21.92,0.03,-46.32,0.03,53.7892,24.2389
288,68051390279853824,53.0021,23.7746,13.3061,9.0E-4,7.24,0.02,1.6636,0.0109,21.2,0.02,-43.69,0.02,53.002,23.7748
74,68097020012324352,53.5306,24.3442,9.4337,2.0E-4,7.37,0.02,0.6809,0.0013,21.59,0.03,-45.06,0.02,53.5305,24.3444
763,68117635855255168,54.9113,23.3888,16.5987,0.001,7.38,0.07,2.9965,0.1058,20.48,0.09,-44.51,0.07,54.9112,23.389
924,68120418994061312,54.9214,23.473,17.1771,0.0015,7.27,0.08,3.2481,0.1186,20.79,0.1,-44.54,0.08,54.9213,23.4732
328,68120728231661824,54.8718,23.4992,13.6594,0.0016,7.42,0.02,1.8325,0.0086,21.95,0.02,-45.24,0.02,54.8717,23.4994
132,68129764842889600,55.1433,23.6824,10.6998,6.0E-4,7.5,0.02,0.9112,0.0015,20.55,0.02,-45.63,0.01,55.1432,23.6826
910,68141408498321280,54.6438,23.6727,17.1384,0.0012,7.23,0.09,3.0782,0.1533,20.46,0.1,-45.04,0.08,54.6437,23.6729
926,68142374866825216,54.6426,23.7185,17.1834,0.001,7.48,0.09,3.2663,0.0925,21.01,0.11,-46.69,0.09,54.6425,23.7187
1084,68145707761492608,54.9612,23.7644,17.7782,0.0013,7.11,0.15,3.3081,0.1204,20.35,0.16,-43.55,0.12,54.9611,23.7646
950,68145776480904064,54.9522,23.7676,17.2554,0.0012,7.64,0.1,3.2274,0.0947,20.93,0.1,-46.91,0.07,54.9521,23.7678
558,68147391388599808,54.95,23.8489,15.7347,0.0011,7.74,0.05,2.9731,0.0517,21.78,0.05,-47.45,0.04,54.9499,23.8491
171,68150861722174848,54.866,23.8948,11.305,9.0E-4,7.39,0.03,1.0654,0.0018,21.16,0.03,-45.35,0.02,54.8659,23.895
568,68152820227358720,55.2626,23.7225,15.7849,0.0017,7.5,0.05,2.7386,0.0548,20.54,0.05,-44.92,0.04,55.2625,23.7227
1117,68156290560900480,55.2719,23.8374,17.9839,0.0018,7.6,0.21,3.4947,0.1405,21.34,0.22,-45.29,0.18,55.2718,23.8376
1191,68161921261591808,55.4268,23.9157,18.5983,0.0024,7.09,0.26,3.4398,0.1298,18.22,0.34,-46.06,0.2,55.4267,23.9159
844,68162028637205888,55.3307,23.8615,16.8822,0.0011,7.41,0.09,3.1227,0.1639,20.09,0.1,-43.36,0.07,55.3306,23.8617
649,68162921990400256,55.3454,23.9299,16.2279,0.0023,7.47,0.06,2.9084,0.0724,20.87,0.08,-43.95,0.05,55.3453,23.9301
515,68167835432980480,55.3621,24.0172,15.5052,8.0E-4,7.33,0.05,3.0002,0.0928,20.35,0.06,-45.02,0.04,55.362,24.0174
913,68168419548529920,55.3801,24.0567,17.1437,0.0013,7.86,0.09,3.1697,0.1323,21.79,0.12,-47.6,0.08,55.38,24.0569
781,68170721650939264,55.0786,23.9064,16.6586,0.001,7.51,0.08,2.9472,0.1535,20.97,0.08,-46.64,0.06,55.0785,23.9066
664,68174191984522368,54.9281,23.9076,16.293,0.0011,7.28,0.06,2.9564,0.1049,20.45,0.06,-45.02,0.05,54.928,23.9078
519,68175806892217216,54.9432,23.9812,15.5373,0.0013,7.27,0.04,2.6417,0.0368,20.56,0.05,-44.37,0.03,54.9431,23.9814
836,68183331674900864,55.1068,24.0999,16.8612,0.0015,7.74,0.08,3.0652,0.0802,21.32,0.11,-47.16,0.07,55.1067,24.1001
756,68185221460637824,55.193,24.157,16.5843,0.001,7.31,0.07,2.9705,0.0619,21.15,0.09,-45.72,0.07,55.1929,24.1572
875,68186114813689344,55.2517,24.2263,17.0182,0.001,7.25,0.08,3.1806,0.1359,20.67,0.11,-44.92,0.08,55.2516,24.2265
1049,68192093408157568,54.3795,23.7685,17.6121,0.0013,7.08,0.12,3.1624,0.1369,20.39,0.18,-42.64,0.13,54.3794,23.7687
722,68195598101454336,54.5102,23.9097,16.4952,8.0E-4,7.51,0.06,2.8842,0.1075,21.55,0.07,-44.71,0.05,54.5101,23.9099
1195,68199270297901952,54.7912,23.9811,18.6343,0.0029,7.64,0.29,3.2543,0.0917,20.36,0.31,-43.88,0.23,54.7911,23.9813
414,68225834671270528,54.8979,24.1182,14.686,5.0E-4,7.22,0.03,2.3128,0.0715,22.68,0.04,-45.69,0.03,54.8978,24.1184
1073,68232191222851456,55.0297,24.2175,17.7172,0.0019,7.33,0.12,3.2341,0.1122,21.0,0.15,-46.72,0.11,55.0296,24.2177
1064,68232603539842944,54.9801,24.2149,17.6866,0.0014,7.8,0.13,3.4656,0.1206,21.62,0.18,-47.12,0.14,54.98,24.2151
720,68233531252642432,55.1124,24.2371,16.4839,0.0024,7.45,0.07,3.0039,0.0915,20.51,0.09,-45.81,0.05,55.1123,24.2373
628,68236795427794816,54.8847,24.2669,16.1234,0.0013,7.18,0.06,2.9054,0.0797,19.77,0.06,-45.55,0.05,54.8846,24.2671
1267,68240536343889664,54.6821,24.19,20.337,0.0125,7.22,1.26,2.3766,0.1435,22.6,1.43,-45.28,1.09,54.682,24.1902
84,68250264445159936,54.7881,24.3676,9.7084,3.0E-4,7.01,0.02,0.7483,0.0017,18.92,0.02,-40.79,0.02,54.788,24.3678
105,68254245878512384,54.8062,24.4663,10.2262,0.001,7.12,0.02,0.8008,8.0E-4,19.81,0.02,-44.52,0.02,54.8061,24.4665
970,68254765570883712,54.6907,24.4676,17.3235,0.0013,7.34,0.11,3.2182,0.1461,20.49,0.13,-46.14,0.09,54.6906,24.4678
421,68259438496008832,55.5456,24.0855,14.7688,7.0E-4,7.48,0.04,2.5071,0.0679,21.5,0.05,-44.48,0.03,55.5455,24.0857
877,68261053403709312,55.5747,24.1159,17.0224,0.001,7.32,0.08,3.117,0.1072,20.99,0.1,-45.2,0.07,55.5746,24.1161
1066,68261946756899456,55.6416,24.1834,17.6883,0.0017,7.49,0.12,3.3667,0.1078,21.32,0.14,-43.94,0.1,55.6415,24.1836
